Date,Argentina,Australia,Brasil,Canada,China,France,Germany,India,Italy,Japan,Mexico,South Korea,Turkey,USA
2007-06-26,3.9639,2.05131,4.4802,1.99844,2.97702,1.85447,2.48967,4.34829,1.72722,2.07339,4.85433,2.62415,4.44229,1.60697
2007-06-27,4.01986,2.01086,4.50441,2.00984,3.05586,1.85083,2.47089,4.3273,1.72042,2.0485,4.86373,2.59948,4.36038,1.62145
2007-06-28,4.0,2.03733,4.50474,2.00601,2.93269,1.87097,2.50894,4.34934,1.7312,2.05803,4.90715,2.62745,4.45883,1.62077
2007-06-29,3.95487,2.04035,4.52512,2.03393,2.86263,1.88611,2.53617,4.3931,1.74113,2.08168,4.91849,2.61523,4.54691,1.61823
2007-07-03,4.02708,2.04819,4.63394,2.05705,2.92184,1.89076,2.5499,4.43988,1.75725,2.083,5.07113,2.70807,4.7001,1.64139
2007-07-05,4.05596,2.06877,4.65324,2.0592,2.70917,1.88755,2.52977,4.45649,1.74631,2.09122,5.08061,2.7715,4.81304,1.64196
2007-07-06,4.05957,2.06513,4.69584,2.06495,2.83315,1.90099,2.54916,4.48714,1.75611,2.08198,5.11756,2.79133,4.8174,1.64739
2007-07-10,4.06679,2.06851,4.64917,2.06688,2.88685,1.87499,2.52269,4.50086,1.7472,2.0948,5.01196,2.84161,4.88135,1.62552
2007-07-11,4.09025,2.05668,4.68852,2.07189,2.89636,1.86934,2.50172,4.4711,1.73819,2.07148,5.03931,2.83476,4.83287,1.63482
2007-07-12,4.13177,2.06913,4.79309,2.09966,2.93403,1.9011,2.55077,4.5255,1.75268,2.06398,5.09376,2.86444,5.02117,1.66597
2007-07-13,4.12996,2.07758,4.79567,2.12021,2.93284,1.90575,2.56323,4.57968,1.75904,2.09322,5.11356,2.9442,5.02898,1.67113
2007-07-18,4.05776,2.05798,4.78835,2.13296,2.94457,1.86775,2.50015,4.58821,1.73679,2.06759,5.03465,2.89586,4.93488,1.66432
2007-07-19,4.12996,2.07589,4.83569,2.13912,2.93174,1.8894,2.53107,4.66286,1.75202,2.07918,5.07632,2.90666,5.14857,1.67176
2007-07-20,4.11191,2.08812,4.77895,2.13284,3.04107,1.85566,2.49421,4.66749,1.72711,2.08393,5.04031,2.97512,5.11097,1.65133
2007-07-23,4.15704,2.07791,4.82837,2.11608,3.15683,1.87186,2.51618,4.71746,1.73704,2.06163,5.07912,2.98938,5.37065,1.65937
2007-07-24,4.04513,2.08828,4.64185,2.05757,3.15456,1.84018,2.47266,4.73626,1.70571,2.06603,4.96761,2.9882,5.30357,1.62651
2007-07-25,4.04874,2.06168,4.65899,2.06299,3.23971,1.81826,2.43647,4.7076,1.68591,2.04955,4.91099,3.00613,5.29403,1.63409
2007-07-26,3.88628,2.03502,4.48361,2.02486,3.25656,1.76778,2.37832,4.73068,1.65218,2.03161,4.73621,2.94512,5.07009,1.59596
2007-07-27,3.88087,1.97792,4.40283,2.01081,3.25573,1.7581,2.36018,4.56824,1.64819,1.98361,4.77388,2.82465,4.97831,1.57044
2007-07-30,3.94585,1.98634,4.54018,2.0278,3.32722,1.75884,2.36165,4.57614,1.64736,1.98424,4.87896,2.85988,4.9684,1.58654
2007-07-31,3.93502,1.99785,4.50774,2.02837,3.34989,1.79146,2.40213,4.66312,1.67423,1.9796,4.8409,2.89972,5.10026,1.56647
2007-08-01,3.9296,1.93185,4.51198,1.99709,3.22217,1.76132,2.36723,4.47864,1.64159,1.93623,4.74438,2.78449,4.95296,1.57782
2007-08-02,3.94765,1.9548,4.55,2.02033,3.30246,1.76997,2.3863,4.49361,1.65331,1.94921,4.79908,2.77942,4.96207,1.5847
2007-08-03,3.87726,1.95779,4.39651,1.984,3.41713,1.74374,2.35511,4.5394,1.63913,1.94872,4.68492,2.81502,4.89668,1.54257
2007-08-07,3.83032,1.94609,4.47604,1.98333,3.4849,1.75076,2.37981,4.47774,1.65318,1.94206,4.77463,2.78955,4.89589,1.58955
2007-08-08,3.89531,1.98374,4.59576,2.01223,3.49384,1.79091,2.40904,4.59025,1.68397,1.95439,4.84125,2.85493,5.02743,1.61192
2007-08-09,3.76895,2.00481,4.44517,1.97125,3.56198,1.75212,2.36079,4.52793,1.66085,1.97061,4.71843,2.86283,4.82508,1.56413
2007-08-10,3.70578,1.93016,4.3792,1.96953,3.55843,1.69725,2.32584,4.45839,1.61869,1.92396,4.64524,2.74256,4.74896,1.56472
2007-08-13,3.72924,1.95474,4.36223,1.96386,3.6114,1.73483,2.36735,4.50306,1.64078,1.92809,4.67473,2.77371,4.85382,1.56394
2007-08-14,3.66426,1.93952,4.23561,1.93682,3.65091,1.7066,2.35175,4.49817,1.62843,1.9332,4.56239,2.72666,4.81601,1.53555
2007-08-16,3.31047,1.85716,3.99468,1.87921,3.57048,1.6402,2.30266,4.30545,1.5735,1.85331,4.38831,2.53781,4.29391,1.51911
2007-08-17,3.48195,1.84399,4.03985,1.90859,3.4889,1.67077,2.33694,4.24048,1.60164,1.75291,4.50159,2.45695,4.49701,1.55643
2007-08-21,3.54332,1.94752,4.14434,1.93625,3.71266,1.68795,2.35165,4.19477,1.61207,1.82494,4.51071,2.6041,4.37035,1.5577
2007-08-22,3.62635,1.95259,4.30491,1.96907,3.73129,1.71891,2.37564,4.2726,1.6385,1.82486,4.62138,2.63908,4.52647,1.57595
2007-08-23,3.6787,2.00289,4.31348,1.96731,3.77056,1.72052,2.37927,4.24721,1.6435,1.87257,4.65146,2.6994,4.57538,1.57426
2007-08-24,3.75812,1.97974,4.40915,1.97743,3.82689,1.73486,2.37779,4.32544,1.65323,1.86484,4.74331,2.68682,4.52087,1.59242
2007-08-27,3.7491,2.01119,4.41581,1.97262,3.85869,1.74145,2.37105,4.45064,1.65371,1.87086,4.7803,2.70437,4.62615,1.57887
2007-08-28,3.58484,2.00829,4.29659,1.94008,3.89209,1.70521,2.35339,4.47367,1.62377,1.86926,4.63045,2.74379,4.61034,1.54181
2007-08-29,3.69314,1.98358,4.38727,1.97302,3.82821,1.71949,2.35622,4.49581,1.63704,1.83774,4.69108,2.73911,4.64235,1.57561
2007-08-31,3.72202,2.03135,4.54551,1.99794,3.91017,1.76393,2.41925,4.59343,1.66589,1.90158,4.79167,2.80968,4.84669,1.58662
2007-09-04,3.73285,2.04634,4.59651,2.01179,3.96652,1.76705,2.44573,4.63745,1.67353,1.88452,4.88401,2.81193,4.83066,1.60323
2007-09-05,3.72022,2.03639,4.52646,2.00127,3.97902,1.72931,2.40337,4.63168,1.6357,1.85445,4.86457,2.7982,4.77165,1.58479
2007-09-06,3.75271,2.03258,4.53985,2.01771,4.04116,1.73712,2.41404,4.68271,1.63856,1.86576,4.86574,2.83303,4.78903,1.59153
2007-09-10,3.6426,2.01314,4.38045,1.99282,4.01241,1.67787,2.33603,4.67686,1.59712,1.80929,4.71988,2.75363,4.68741,1.56263
2007-09-11,3.6444,2.02754,4.48594,2.00434,3.83161,1.70669,2.36215,4.66065,1.61482,1.82223,4.76693,2.77086,4.75956,1.58393
2007-09-12,3.62635,2.0226,4.48278,2.01201,3.87556,1.71575,2.36693,4.64944,1.61893,1.81304,4.7488,2.7201,4.75347,1.58401
2007-09-13,3.68231,2.02595,4.56805,2.02466,3.9512,1.7338,2.38688,4.68215,1.62983,1.81575,4.78447,2.77185,4.79667,1.59735
2007-09-14,3.69856,2.05073,4.54834,2.02513,3.98012,1.72538,2.37477,4.67895,1.61733,1.85089,4.75191,2.80485,4.88746,1.59767
2007-09-18,3.77256,2.01356,4.71431,2.04838,4.0648,1.72862,2.39931,4.69854,1.62599,1.81352,4.83202,2.75774,4.87587,1.63591
2007-09-19,3.8213,2.06676,4.76406,2.03879,4.04237,1.78515,2.45493,4.89454,1.6603,1.88006,4.81769,2.85379,5.20252,1.64587
2007-09-20,3.79242,2.07898,4.73428,2.02396,4.09841,1.77205,2.44995,4.9021,1.64835,1.88376,4.81344,2.86327,5.1696,1.6348
2007-09-21,3.83032,2.06734,4.80857,2.03883,4.08687,1.77575,2.46874,4.96695,1.64831,1.87214,4.82881,2.8787,5.20233,1.64234
2007-09-27,3.95848,2.12593,5.0792,2.06656,4.05296,1.78595,2.48754,5.14277,1.65399,1.93178,4.82011,2.91773,5.25139,1.6484
2007-09-28,3.94946,2.13559,5.03037,2.06206,4.16002,1.78044,2.48999,5.18491,1.64895,1.92644,4.78351,2.91953,5.21798,1.64342
2007-10-09,4.13718,2.17136,5.28694,2.08594,4.28259,1.82599,2.52766,5.48151,1.69623,1.96938,5.02122,3.021,5.59128,1.68475
2007-10-10,4.11011,2.19103,5.25765,2.08799,4.32423,1.81869,2.5296,5.59486,1.69055,1.97145,5.07296,3.06148,5.54372,1.68187
2007-10-11,4.05596,2.20196,5.19601,2.08114,4.43045,1.82627,2.54452,5.64159,1.69614,2.00371,5.04952,3.08807,5.60507,1.67319
2007-10-16,4.0343,2.17598,5.13461,2.06997,4.56443,1.79871,2.52202,5.71289,1.67363,1.96686,5.08898,3.00844,5.52127,1.6561
2007-10-17,4.04332,2.17211,5.2574,2.0797,4.52264,1.81256,2.52923,5.61213,1.66872,1.9459,5.1665,2.97572,5.59334,1.65901
2007-10-18,4.09747,2.20059,5.26298,2.09615,4.36455,1.7965,2.50896,5.397,1.65421,1.96321,5.18455,3.00744,5.43271,1.65776
2007-10-19,4.03791,2.18063,5.06606,2.04784,4.35913,1.78816,2.49715,5.26553,1.65295,1.92973,5.02465,2.95496,5.42704,1.6153
2007-10-22,4.0343,2.13868,5.09276,2.05397,4.24621,1.76349,2.4689,5.28173,1.62605,1.88659,5.04771,2.85553,5.2108,1.62144
2007-10-23,4.06498,2.16586,5.21606,2.06039,4.32567,1.77712,2.48406,5.54526,1.63466,1.88798,5.08876,2.92178,5.38289,1.63571
2007-10-24,4.07401,2.15725,5.21007,2.06054,4.37791,1.76766,2.47968,5.55128,1.62752,1.8774,5.06014,2.89985,5.37195,1.63172
2007-10-25,4.12094,2.15396,5.18644,2.06586,4.16758,1.79434,2.51245,5.62864,1.64687,1.86888,5.03455,2.96493,5.38061,1.63012
2007-10-26,4.20036,2.17877,5.34742,2.09094,4.18799,1.8051,2.51775,5.77026,1.65604,1.8943,5.07412,3.04189,5.44993,1.6526
2007-10-30,4.22202,2.1949,5.35632,2.09324,4.41843,1.80793,2.52686,5.93228,1.66078,1.91098,5.01837,3.07835,5.48157,1.64801
2007-10-31,4.24368,2.19617,5.43411,2.139,4.46157,1.82164,2.53994,5.94862,1.67495,1.92092,4.96706,3.09707,5.56281,1.66778
2007-11-01,4.19134,2.22043,5.32862,2.10207,4.43124,1.78518,2.49611,5.91454,1.64509,1.93616,4.86406,3.09451,5.53921,1.62371
2007-11-05,4.14801,2.14031,5.23794,2.08758,4.22157,1.77076,2.4729,5.87449,1.63204,1.86713,4.76165,3.02344,5.41302,1.61696
2007-11-07,4.14982,2.17611,5.28295,2.06488,4.1971,1.77032,2.47038,5.78425,1.62278,1.84736,4.67078,3.06459,5.41419,1.58838
2007-11-08,4.08484,2.12057,5.28802,2.0664,3.99348,1.75425,2.47667,5.71501,1.59468,1.81005,4.6246,2.96915,5.32579,1.58746
2007-11-12,4.10289,2.09901,5.11872,1.98982,3.88687,1.72433,2.47267,5.61856,1.57707,1.74412,4.45032,2.88494,5.22182,1.54915
2007-11-13,4.16065,2.11849,5.23519,2.00446,3.86469,1.72537,2.4634,5.70798,1.58465,1.73603,4.6554,2.89915,5.28313,1.59422
2007-11-14,4.16787,2.14561,5.37696,2.01461,4.05542,1.74864,2.46515,5.97593,1.59294,1.77883,4.68238,2.95868,5.37446,1.58295
2007-11-16,4.11733,2.10116,5.37512,1.97891,3.98318,1.72061,2.41104,5.90675,1.58672,1.73924,4.67858,2.88911,5.24311,1.57021
2007-11-21,4.0,2.07593,5.0401,1.94237,3.90673,1.67628,2.38132,5.57818,1.53238,1.70287,4.49145,2.71031,5.08005,1.52503
2007-11-26,3.95487,2.10425,4.91423,1.9483,3.71538,1.70029,2.39682,5.77157,1.54916,1.73702,4.40249,2.78281,5.08651,1.51475
2007-11-27,3.91697,2.09166,4.94443,1.95532,3.64215,1.69275,2.38541,5.73564,1.5482,1.74708,4.44065,2.7895,4.96773,1.53737
2007-11-28,4.02708,2.07131,5.13436,1.9938,3.59891,1.73232,2.44633,5.67901,1.57735,1.73915,4.6225,2.75186,5.13674,1.58127
2007-11-29,4.0361,2.0955,5.17105,1.99844,3.74871,1.74381,2.45948,5.69832,1.58166,1.78046,4.642,2.81616,5.13466,1.58203
2007-11-30,3.98375,2.12431,5.24176,2.00212,3.65015,1.76638,2.49284,5.80625,1.59709,1.79962,4.70051,2.85881,5.23436,1.59432
2007-12-03,3.95668,2.12444,5.2579,1.99746,3.64777,1.75358,2.48231,5.87828,1.59145,1.79369,4.73178,2.85346,5.24461,1.58493
2007-12-04,3.94765,2.12356,5.28136,1.98611,3.6832,1.72796,2.47334,5.85612,1.57773,1.77661,4.73656,2.87656,5.215,1.57457
2007-12-05,3.99278,2.11618,5.40166,2.00876,3.77817,1.7628,2.51636,5.91866,1.60315,1.79138,4.857,2.90711,5.36059,1.59849
2007-12-06,4.04693,2.14635,5.47346,2.02562,3.77249,1.76738,2.51503,5.93599,1.6042,1.82182,4.93526,2.92956,5.42486,1.62252
2007-12-07,4.04152,2.16385,5.46082,2.02755,3.81497,1.78139,2.53197,5.987,1.61239,1.83126,4.93701,2.90129,5.45418,1.61964
2007-12-10,4.05235,2.15422,5.44476,2.03887,3.86753,1.79141,2.54442,5.97641,1.61905,1.82759,4.92349,2.85944,5.45689,1.6318
2007-12-11,4.02527,2.17221,5.36705,2.00718,3.87739,1.78326,2.53683,6.08443,1.61378,1.8414,4.78843,2.88742,5.43301,1.59056
2007-12-13,3.9657,2.14528,5.2297,2.01063,3.71478,1.74157,2.51114,6.0285,1.58896,1.78307,4.75065,2.87366,5.33334,1.60215
2007-12-14,3.94404,2.11085,5.19509,1.99994,3.75214,1.74607,2.51749,6.00644,1.59041,1.78055,4.73594,2.84239,5.30174,1.58012
2007-12-17,3.83935,2.03665,4.97737,1.95795,3.65388,1.71789,2.47856,5.77571,1.56444,1.75017,4.57383,2.75955,5.17542,1.55639
2007-12-18,3.83755,2.028,5.08286,1.95371,3.62347,1.71617,2.48658,5.72122,1.56452,1.74536,4.61911,2.79202,5.2353,1.56616
2007-12-27,3.91336,2.06506,5.30566,2.00015,3.97765,1.75296,2.54608,6.06218,1.5687,1.78631,4.68024,2.86274,5.33276,1.58908
2007-12-28,3.88448,2.06149,5.31498,2.02146,3.94219,1.75289,2.55517,6.05926,1.57777,1.75682,4.68941,2.84551,5.37769,1.59147
2008-01-04,3.84296,2.05073,5.07795,2.01521,4.01712,1.69668,2.47326,6.20317,1.53214,1.68608,4.47116,2.79567,5.07178,1.5195
2008-01-07,3.79783,2.00351,5.05591,1.99185,4.04092,1.69856,2.47594,6.24088,1.53393,1.66418,4.44505,2.74653,5.0756,1.5244
2008-01-08,3.86462,1.99262,5.16481,1.98058,4.03582,1.7119,2.48634,6.25908,1.53206,1.66741,4.46324,2.73917,5.13994,1.49642
2008-01-09,3.77256,1.97948,5.21414,1.98615,4.07274,1.69313,2.46503,6.25801,1.51822,1.6755,4.48438,2.76653,5.09116,1.51681
2008-01-10,3.76354,1.97656,5.28411,1.99533,4.08828,1.68224,2.44298,6.17174,1.5157,1.65128,4.58984,2.73699,5.0545,1.52886
2008-01-11,3.75993,1.94498,5.15324,1.99386,4.10936,1.6732,2.44452,6.24532,1.51881,1.61945,4.53525,2.67323,5.01295,1.50808
2008-01-15,3.73466,1.93796,4.98394,1.94767,4.07872,1.63563,2.39651,6.07249,1.49223,1.60359,4.41494,2.62025,4.86394,1.48647
2008-01-16,3.72924,1.88909,4.88993,1.91229,3.96395,1.62771,2.36648,5.95765,1.48892,1.54987,4.31732,2.55729,4.74002,1.47813
2008-01-17,3.62996,1.88467,4.74517,1.87144,3.85982,1.60643,2.3481,5.90749,1.47434,1.58188,4.21549,2.58516,4.72158,1.43513
2008-01-18,3.61552,1.8688,4.78419,1.86288,3.88146,1.58628,2.31663,5.70145,1.45502,1.59081,4.21789,2.60191,4.69789,1.42645
2008-01-22,3.50903,1.68654,4.66697,1.84881,3.41636,1.50845,2.1441,5.01664,1.39695,1.44297,4.24614,2.41337,4.30553,1.41064
2008-01-23,3.41336,1.75987,4.51206,1.85123,3.52373,1.44435,2.0395,5.27576,1.3437,1.47235,4.36102,2.44247,4.1072,1.44089
2008-01-24,3.55054,1.81453,4.78062,1.88778,3.53473,1.53111,2.16045,5.16411,1.39455,1.50261,4.40599,2.49434,4.34579,1.45539
2008-01-29,3.61733,1.85878,4.95258,1.90812,3.34008,1.53926,2.18322,5.42505,1.41124,1.54692,4.46264,2.45671,4.30351,1.4664
2008-01-30,3.67509,1.82698,5.01572,1.90107,3.31004,1.51812,2.17764,5.32511,1.40015,1.53156,4.46783,2.38344,4.2776,1.45941
2008-01-31,3.62274,1.83726,4.94925,1.92402,3.28423,1.51694,2.17016,5.29214,1.39824,1.55996,4.54627,2.43686,4.12246,1.48389
2008-02-01,3.69134,1.89988,5.08153,1.9479,3.23731,1.55067,2.2072,5.47022,1.41527,1.54902,4.64674,2.45164,4.29186,1.50205
2008-02-13,3.68773,1.80207,5.20724,1.94262,3.36464,1.51246,2.20878,5.08237,1.39184,1.49981,4.62729,2.44751,4.32087,1.47168
2008-02-14,3.68592,1.84847,5.14301,1.93176,3.4108,1.51347,2.20517,5.3275,1.39618,1.56386,4.60079,2.54601,4.39243,1.45193
2008-02-15,3.68051,1.82305,5.0975,1.93451,3.36944,1.48641,2.16404,5.43204,1.37467,1.56342,4.53856,2.54199,4.27769,1.45315
2008-02-19,3.72383,1.82711,5.18278,1.96681,3.49469,1.52194,2.21784,5.42017,1.39705,1.57895,4.56306,2.58061,4.46538,1.45185
2008-02-20,3.74549,1.78725,5.30341,1.98203,3.42182,1.49919,2.18534,5.28281,1.38571,1.52759,4.61429,2.5317,4.42941,1.46396
2008-02-21,3.76173,1.8155,5.30715,1.97587,3.39196,1.51353,2.18698,5.31792,1.38892,1.57096,4.63591,2.55637,4.48443,1.44512
2008-02-22,3.76895,1.80786,5.37512,1.98703,3.27441,1.50285,2.15577,5.20229,1.3714,1.5494,4.66235,2.52951,4.40197,1.45651
2008-02-25,3.82852,1.82792,5.40774,2.00335,3.14122,1.53235,2.17992,5.2927,1.39161,1.59693,4.73089,2.56353,4.33462,1.47663
2008-02-26,3.88267,1.84239,5.42288,2.0179,3.17543,1.54911,2.21268,5.33936,1.41133,1.58662,4.77276,2.56353,4.3954,1.48684
2008-02-27,3.90975,1.87527,5.44884,2.01518,3.24726,1.54779,2.21644,5.3453,1.41415,1.61033,4.80381,2.58117,4.46644,1.48547
2008-02-28,3.96931,1.83755,5.45383,2.02915,3.22138,1.51552,2.17358,5.34485,1.39618,1.59818,4.75735,2.60409,4.42425,1.47219
2008-02-29,3.90253,1.81183,5.28195,1.98656,3.25811,1.49229,2.13734,5.27115,1.37618,1.56117,4.56599,2.56726,4.32322,1.43231
2008-03-03,3.8574,1.75776,5.36522,1.98096,3.32534,1.47734,2.11892,5.00103,1.35882,1.49107,4.66202,2.50743,4.18484,1.43307
2008-03-04,3.85379,1.74946,5.29584,1.97107,3.24831,1.45655,2.07302,4.89968,1.33753,1.49108,4.62008,2.51411,4.14423,1.42813
2008-03-05,3.93863,1.74826,5.37679,1.98957,3.21624,1.48163,2.11694,4.96031,1.36855,1.48876,4.62265,2.51549,4.19685,1.43561
2008-03-07,3.84477,1.71165,5.14709,1.94254,3.22214,1.43881,2.06318,4.79042,1.31847,1.46704,4.51771,2.49579,4.01043,1.3922
2008-03-10,3.79242,1.68446,4.9916,1.90208,3.10659,1.42262,2.04231,4.77489,1.30302,1.43827,4.45369,2.4376,4.01021,1.37067
2008-03-11,3.87184,1.66944,5.18869,1.95172,3.12126,1.44153,2.06654,4.83469,1.32892,1.45275,4.65246,2.46206,4.18236,1.42157
2008-03-12,3.85199,1.70966,5.1728,1.94483,3.04951,1.46315,2.09023,4.83614,1.33096,1.47603,4.6236,2.48808,4.27218,1.40878
2008-03-13,3.88087,1.66999,5.18136,1.9662,2.97544,1.44231,2.05893,4.60505,1.30897,1.42694,4.68987,2.42327,4.09585,1.416
2008-03-14,3.8213,1.69308,5.15732,1.93831,2.969,1.43046,2.04352,4.72595,1.29632,1.40493,4.58652,2.40023,4.11168,1.38657
2008-03-18,3.75812,1.6538,5.1525,1.92133,2.7489,1.42748,2.02499,4.44796,1.28403,1.37309,4.66026,2.38297,3.93156,1.43243
2008-03-19,3.63538,1.71981,4.89409,1.85883,2.81835,1.41918,2.0148,4.49635,1.25982,1.40709,4.59012,2.43319,3.94958,1.39764
2008-03-25,3.73285,1.72934,5.09434,1.94846,2.71947,1.46156,2.06658,4.86298,1.28498,1.46273,4.73376,2.51223,3.95783,1.45638
2008-03-26,3.75451,1.74982,5.1094,1.95865,2.70242,1.45679,2.05535,4.8238,1.27901,1.4583,4.74579,2.51934,3.92559,1.44361
2008-03-27,3.76173,1.74663,5.05507,1.96069,2.55604,1.47013,2.08348,4.80243,1.29694,1.44659,4.7347,2.5142,3.92331,1.42707
2008-03-28,3.77256,1.73997,5.02928,1.93553,2.6824,1.46278,2.07773,4.90909,1.29835,1.47136,4.75094,2.55258,3.81385,1.41572
2008-03-31,3.79783,1.74146,5.07221,1.95254,2.6019,1.46625,2.06983,4.69114,1.29791,1.43751,4.8809,2.55582,3.76695,1.42377
2008-04-01,3.8556,1.74325,5.22255,1.96579,2.49435,1.51576,2.12854,4.6858,1.33462,1.45254,5.01901,2.55321,3.9271,1.47488
2008-04-03,3.88628,1.8238,5.33902,1.98197,2.58207,1.52257,2.13531,4.74755,1.35621,1.53671,5.00352,2.64527,3.87747,1.47395
2008-04-07,3.87365,1.82903,5.3391,2.0103,2.69699,1.54024,2.16043,4.72492,1.37553,1.54364,5.0076,2.66017,4.08187,1.47742
2008-04-08,3.89711,1.81163,5.36938,2.00774,2.70667,1.5303,2.1449,4.6741,1.37622,1.52071,5.0094,2.63189,4.07154,1.46989
2008-04-10,3.8556,1.77096,5.28511,2.03437,2.60118,1.51371,2.12347,4.70633,1.36867,1.48569,4.99712,2.64679,4.06443,1.46452
2008-04-11,3.81769,1.76865,5.20674,2.00123,2.61702,1.49456,2.09156,4.74008,1.35602,1.52912,4.94241,2.66939,4.05319,1.43468
2008-04-15,3.82852,1.756,5.20948,2.0258,2.50873,1.48918,2.08569,4.84384,1.33933,1.49089,4.954,2.61309,4.01496,1.4364
2008-04-16,3.90253,1.77873,5.3371,2.06214,2.46621,1.51237,2.123,4.87098,1.36049,1.50874,5.03835,2.63767,4.01224,1.46899
2008-04-17,3.90253,1.79456,5.37038,2.06448,2.41462,1.51456,2.11634,4.94205,1.3572,1.53768,5.01874,2.65283,4.01666,1.46991
2008-04-22,3.87545,1.80939,5.44201,2.08654,2.35846,1.51783,2.13106,5.03281,1.36866,1.55484,5.0588,2.68106,4.13503,1.48108
2008-04-24,3.84477,1.81677,5.37238,2.04266,2.68456,1.53556,2.16053,5.01398,1.37194,1.55404,5.01246,2.69883,4.17003,1.49495
2008-04-28,3.80866,1.82178,5.46406,2.06016,2.60341,1.56147,2.19347,5.10241,1.38655,1.59461,4.83518,2.73458,4.21094,1.50307
2008-04-30,3.78339,1.81941,5.64626,2.03838,2.76704,1.55642,2.20091,5.18377,1.38827,1.58952,4.78118,2.73803,4.19686,1.49147
2008-05-07,3.77978,1.84314,5.74193,2.10193,2.68165,1.58096,2.24127,5.19936,1.41279,1.61849,4.85709,2.78083,4.17797,1.49898
2008-05-08,3.79422,1.86096,5.8005,2.13652,2.73986,1.57481,2.23989,5.1218,1.39536,1.60022,4.85548,2.77182,4.08508,1.50448
2008-05-09,3.81588,1.87676,5.79418,2.12382,2.70738,1.54522,2.21812,5.01878,1.38097,1.56718,4.84322,2.73537,4.05846,1.49436
2008-05-13,3.80325,1.89006,5.86547,2.13779,2.66749,1.55709,2.23618,5.02351,1.38442,1.60142,4.87686,2.76402,4.0388,1.51025
2008-05-14,3.77076,1.90957,5.82587,2.13919,2.7403,1.57471,2.24348,5.09113,1.40257,1.62034,4.94778,2.76545,4.10558,1.5163
2008-05-15,3.83032,1.91543,5.94775,2.16871,2.72524,1.57542,2.24279,5.20363,1.40161,1.63562,4.98037,2.82838,4.11538,1.53235
2008-05-16,3.8574,1.92853,6.05383,2.19154,2.71543,1.58181,2.2667,5.22804,1.40763,1.63192,4.97152,2.83314,4.10327,1.53427
2008-05-20,4.00361,1.92108,6.11622,2.20077,2.57976,1.5746,2.25465,5.16664,1.35849,1.62511,4.97772,2.80954,3.98719,1.5214
2008-05-21,4.00903,1.89354,6.01456,2.16319,2.65546,1.56608,2.23005,5.17053,1.35648,1.59828,4.91454,2.77108,3.95965,1.49698
2008-05-23,4.0343,1.87553,5.94443,2.15339,2.60219,1.53687,2.1994,4.99256,1.34907,1.60813,4.90549,2.74173,3.85824,1.48107
2008-05-27,3.99819,1.8581,5.90616,2.12395,2.529,1.52839,2.20403,4.8804,1.34332,1.59449,4.96004,2.73767,3.88029,1.49121
2008-05-28,4.03069,1.83654,6.08594,2.1483,2.59165,1.5485,2.22784,4.9553,1.3436,1.57339,4.9968,2.70828,3.80262,1.49712
2008-05-29,4.01444,1.85647,5.97321,2.13201,2.54851,1.54999,2.23455,4.89259,1.34446,1.62102,5.02684,2.76165,3.77381,1.50511
2008-05-30,3.98195,1.83869,6.03935,2.15212,2.57241,1.56195,2.24778,4.92237,1.36169,1.64559,5.04866,2.77785,3.85908,1.50739
2008-06-02,3.96751,1.84116,5.98145,2.16667,2.59166,1.53732,2.2199,4.8167,1.34198,1.65725,4.99509,2.77111,3.87371,1.49156
2008-06-03,3.93863,1.81251,5.82463,2.15415,2.5747,1.55243,2.22318,4.78653,1.34643,1.63074,4.97242,2.72891,3.90562,1.48292
2008-06-04,3.86462,1.81586,5.71323,2.14858,2.52488,1.53105,2.20617,4.65226,1.33402,1.65672,4.96539,2.75054,3.8458,1.48244
2008-06-05,3.95307,1.79817,5.92637,2.19135,2.5112,1.52855,2.1987,4.72871,1.33589,1.64588,5.00927,2.74829,3.90681,1.51134
2008-06-10,3.80866,1.76806,5.63852,2.15527,2.30192,1.48308,2.14462,4.46469,1.28736,1.60916,4.87867,2.6614,3.73216,1.46224
2008-06-11,3.74007,1.77775,5.55699,2.15238,2.26589,1.45187,2.10635,4.55347,1.26337,1.62779,4.8072,2.67233,3.69193,1.43754
2008-06-12,3.713,1.73285,5.60083,2.13573,2.21591,1.45542,2.1267,4.57292,1.26855,1.59395,4.81182,2.60887,3.72622,1.44226
2008-06-13,3.72924,1.74875,5.59101,2.16145,2.14943,1.45854,2.14279,4.55476,1.27077,1.60372,4.80203,2.62085,3.69746,1.46396
2008-06-17,3.67509,1.76325,5.69368,2.20391,2.09395,1.45979,2.15256,4.70687,1.27291,1.64671,4.72495,2.62589,3.73882,1.45416
2008-06-18,3.69675,1.76992,5.58153,2.20454,2.20361,1.43874,2.13126,4.62453,1.25202,1.6587,4.67645,2.66102,3.68212,1.44004
2008-06-19,3.72383,1.74501,5.53993,2.16316,2.05957,1.43022,2.12881,4.52428,1.24678,1.62167,4.71272,2.61091,3.66959,1.44544
2008-06-20,3.72924,1.71955,5.37554,2.13252,2.12166,1.40464,2.0836,4.36935,1.22511,1.60009,4.66308,2.59633,3.6605,1.41864
2008-06-23,3.77617,1.71805,5.3777,2.14877,2.06823,1.40529,2.08709,4.28599,1.22166,1.59038,4.6522,2.57322,3.62872,1.41871
2008-06-24,3.73285,1.7201,5.33844,2.1075,2.10014,1.39358,2.07017,4.23,1.21388,1.58947,4.6249,2.56609,3.599,1.41472
