observation_date,CSUSHPINSA
2017-03-01,186.518000000000001
2017-04-01,188.531000000000006
2017-05-01,190.526000000000010
2017-06-01,192.252000000000010
2017-07-01,193.496000000000009
2017-08-01,194.330000000000013
2017-09-01,194.800999999999988
2017-10-01,195.068000000000012
2017-11-01,195.435000000000002
2017-12-01,195.831999999999994
2018-01-01,196.100999999999999
